รหัสสินค้า,ชื่อสินค้า,รหัสหน่วยนับ,ชื่อหน่วยนับ,ตัวตั้ง,ตัวหาร
10382526,วงกบประตูUPVC 70x200 FINEXT ขาว,WON,วง,1,1
10382696,"สายลมคู่ 1/4"" THOR 20ม.",ROL,ม้วน,1,1
10383358,"ฟุตวาล์วทล. รังผึ้ง 1"" A+/THOR",EA,ชิ้น,1,1
10383361,"ฟุตวาล์ว ทล. รังผึ้ง 3/4"" A+/THOR",EA,ชิ้น,1,1
10383467,"ก๊อกแฟนซี ทล. 1/2"" ม่วง A+/THOR",EA,ชิ้น,1,1
10383468,"ก๊อกแฟนซี ทล. 1/2"" เหลือง A+/THOR",EA,ชิ้น,1,1
10383677,"รถเข็นปูน13""ล้อลมเดี่ยว 80กก เหลือง NASH",KAN,คัน,1,1
10383678,"รถเข็นปูน13""ล้อตันเดี่ยว 130 กก แดง NASH",KAN,คัน,1,1
10383757,ชั้นวางเตาคู่SMART 85.3x56.5x81ซม. F-N20,ZWF,ชุด,1,1
10383758,เตาแก๊สตั้งพื้นหัวผสม2หัว SMART F-N2119,ZWF,ชุด,1,1
10383759,เตาแก๊สตั้งโต๊ะ2หัวผสม SMART SS-FN72-4FN,EA,ชิ้น,1,1
10384561,รางร้อยสายไฟ 11x19x2M. PM-002 Powermax,SEN,เส้น,1,1
10384593,รางร้อยสายไฟ 11x25x2M. PM-003 Powermax,SEN,เส้น,1,1
10384683,ซิงค์ฝัง 2 หลุม SMART FN 8050 IS Finext,ZWF,ชุด,1,1
10384808,แหวนปากตาย 23 ตัวชุด CRV NASH,ZWF,ชุด,1,1
10384826,แหวนปากตาย 14 ตัวชุด CRV NASH,ZWF,ชุด,1,1
10385975,"ประตูน้ำ ทล. 2"" แดง NASH/THOR",EA,ชิ้น,1,1
10385988,วาล์วฝักบัว SS304 EBONY MR DHSN01_B ดำ,ZWF,ชุด,1,1
10386556,ซิงค์ขาตั้ง1B1D Smart FN-10050-SS Finext,ZWF,ชุด,1,1
10387165,สวิตช์ทางเดียว DHS-1101 ขาว POWER MAX,EA,ชิ้น,1,1
10387176,ปลั๊กฝังเดี่ยว DHS-1116 ขาว POWERMAX,EA,ชิ้น,1,1
10387178,ปลั๊กกราวด์คู่ DHS-1316 ขาว POWER MAX,EA,ชิ้น,1,1
10387196,ฝาเมจิก 3 ช่อง DHF-1203 ขาว POWER MAX,EA,ชิ้น,1,1
10387405,ส้วมนั่งยอง MR 102 สีขาว,ZWF,ชุด,1,1
10387411,"ชุดบาร์เลื่อยโซ่ 11.5"" N-CA115 NASH",ZWF,ชุด,1,1
10387435,ชักโครก MR-KZ214-S-WT,ZWF,ชุด,1,1
10387440,ชักโครก MR-KZ436-S-WT,ZWF,ชุด,1,1
10388473,เตาแก๊สตั้งโต๊ะ1หัวStrong SS-GY31-11FN,MC,เครื่อง,1,1
10388485,เตาแก๊สตั้งโต๊ะ2หัว Strong SS-GY72-11 FN,MC,เครื่อง,1,1
10388564,ชักโครก MR 2768A-DF-S-WT,ZWF,ชุด,1,1
10388565,อ่างล้างหน้า MR KL934B,ZWF,ชุด,1,1
10389031,นตมน.เกล็ดซ้อน+มุ้ง 60x40 ALG.P ขาว,ZWF,ชุด,1,1
10389043,นตมน.เกล็ด1บาน+มุ้ง+เหล็ก 60x40 ALG.Pขาว,ZWF,ชุด,1,1
10390148,กะบะ พีวีซี หนา 6มม. ดำ NASH,EA,ชิ้น,1,1
10390193,กะบะ พีวีซี หนา 6มม. ฟ้า NASH,EA,ชิ้น,1,1
10390199,เกียงไนล่อน หนา ดำ NASH,EA,ชิ้น,1,1
10390223,เกียงไนล่อน หนา ฟ้า NASH,EA,ชิ้น,1,1
10390230,ถังปูนไนล่อน ดำ เล็ก  NASH,BAI,ใบ,1,1
10390234,อ่างผสมปูนไนล่อน 220L. ฟ้า NASH,BAI,ใบ,1,1
10390240,ถังปูนไนล่อน ฟ้า เล็ก  NASH,BAI,ใบ,1,1
10390246,ถังปูนไนล่อน ส้ม จัมโบ้  NASH,BAI,ใบ,1,1
10390248,บุ้งกี๋หวายพีวีซี ใหญ่ ดำ NASH,BAI,ใบ,1,1
10390586,"บล็อกฝังเหล็ก 2""x4"" ตื้น Power Max",EA,ชิ้น,1,1
10390587,"บล็อกฝังเหล็ก 2""x4"" ลึก Power Max",EA,ชิ้น,1,1
10390590,"บล็อกฝังเหล็ก 4""x4"" ลึก Power Max",EA,ชิ้น,1,1
10390593,แบตเตอรี่ 12V 1.3Ah LTYD-B106 NASH,EA,ชิ้น,1,1
10390596,แท่นชาร์ตแบตตอรี่ 12V IFC-HT22H1-12 NASH,EA,ชิ้น,1,1
10390881,วงกบประตูUPVC 80x200 FINEXT ขาว,WON,วง,1,1
10391096,ก๊อกอ่างล้างหน้าปัดสูง Beauty  MR M6602,ZWF,ชุด,1,1
10391100,ก๊อกซิงค์ตพ. C ปรับได้ Beauty  MR M6609U,ZWF,ชุด,1,1
10391332,"ดาวไลท์ 4"" ฝัง กลม/เงินขอบมน POWERMAX",ZWF,ชุด,1,1
10391400,ถุงมือกันบาด Level-5 -NASH,PAA,คู่,1,1
10391483,ฝารองนั่ง Soft Close MR A-060 สีขาว กลม,ZWF,ชุด,1,1
10391542,กระบองไฟจราจร 52ซม.ถ่าน3ก้อน NASH,EA,ชิ้น,1,1
10391586,"โซ่เลื่อยยนต์ 11.5"" NS-C001 NASH",EA,ชิ้น,1,1
10391588,"บาร์เลื่อยโซ่ 11.5"" NS-B001 NASH",EA,ชิ้น,1,1
10392184,ปต.UPVC+วงกบ กจ.สกรีน 70x200 YELLOW,ZWF,ชุด,1,1
10392186,ปต.UPVC+วงกบ กจ.สกรีน 70x200 ROSE,ZWF,ชุด,1,1
10392248,เตาแก๊สตั้งโต๊ะ1HSuperCyclon GL-GQ3128FN,EA,ชิ้น,1,1
10392354,วาล์วฝักบัวด้ามปัด SS304 Simple MR-0122,ZWF,ชุด,1,1
10392358,วาล์วฝักบัว SS304 ด้ามปัด Eco MR-0128,ZWF,ชุด,1,1
10392632,"ดาวไลท์ 4"" ฝัง กลม/ขาว BEST POWERMAX",ZWF,ชุด,1,1
10393500,คอนซูเมอร์ 2X63A DH1-4M63 POWER MAX,CAB,ตู้,1,1
10393512,สายปรับระดับกระเบื้อง 1mm MR แพค(100),BAG,ถุง,1,1
10393575,คอนซูเมอร์ 4X63A DH1-6M63 POWER MAX,CAB,ตู้,1,1
10393582,คอนซูเมอร์กันดูด 4X63A 8MRC63 POWER MAX,CAB,ตู้,1,1
10393584,คอนซูเมอร์กันดูด 6X63A 10MRC63 POWER MAX,CAB,ตู้,1,1
10393587,คอนซูเมอร์กันดูด 8X63A 12MRC63 POWER MAX,CAB,ตู้,1,1
10393588,คอนซูเมอร์กันดูด 10X63A 14MRC63 POWERMAX,CAB,ตู้,1,1
10393593,สายปรับระดับกระเบื้อง 1.5mm MR แพค(100),BAG,ถุง,1,1
10393594,สายปรับระดับกระเบื้อง 2mm MR แพค(100),BAG,ถุง,1,1
10393595,อปก.ปรับระดับกระเบื้อง MR แพค(100) แดง,BAG,ถุง,1,1
10393596,อปก.ปรับระดับกระเบื้อง MR แพค(50) ส้ม,BAG,ถุง,1,1
10393652,ก๊อกซิงค์ตพ. คอ C-Paddle MR/FFT-5210Z,ZWF,ชุด,1,1
10393703,ชุดฉีดชำระ PVC ขาว-เทา MR/R-52W,ZWF,ชุด,1,1
10393750,ชุดฉีดชำระ PVC ขาว ECO MR DHIU322_W,ZWF,ชุด,1,1
10393752,ก๊อกซิงค์ ตพ คอC ECO LINE MR DHZL16-E,ZWF,ชุด,1,1
10393769,โคมเพดาน LED 24W/D 38ซม. กราฟฟิค DC,ZWF,ชุด,1,1
10393770,โคมเพดาน LED 24W/D 38ซม. บลิงค์ DC,ZWF,ชุด,1,1
10393813,โคมเพดาน LED 24W/D 38ซม. เดอะทรี DC,ZWF,ชุด,1,1
10393820,อ่างซิงค์2B1DลึกสุดใจSuperDeep 12050A FN,ZWF,ชุด,1,1
10393823,ก๊อกซิงค์ตพS304 SMOKE ECOLINE MR-DHSN16E,ZWF,ชุด,1,1
10265546,อุปกรณ์บานเลื่อน 60กก #YSN-115 YOSHINO,ZWF,ชุด,1,1
10394085,ใบมีดเครื่องตัดหญ้า 6 แฉก NASH,EA,ชิ้น,1,1
10394086,"คีมหมุนก๊อกอ่างซิงค์ 7"" NASH",EA,ชิ้น,1,1
10394087,"ประแจถอดก๊อกอ่างซิงค์ 11"" NASH",EA,ชิ้น,1,1
10394378,ผ้ายางพลาสติก PVC 1.40*25Y ใส,ROL,ม้วน,1,1
10394379,ผ้ายางพลาสติก PVC 1.40*60Y ใส,ROL,ม้วน,1,1
10394523,ฝาเมจิก 1 ช่อง DHF-1201 ดำ POWER MAX,EA,ชิ้น,1,1
10394527,ฝาเมจิก 3 ช่อง DHF-1203 ดำ POWER MAX,EA,ชิ้น,1,1
10394679,"ก๊อกแฟนซี ทล. 1/2"" แดง A+/THOR",EA,ชิ้น,1,1
10394681,ค.วัดระดับเลเซอร์+ขาตั้ง NS-5LS NASH,MC,เครื่อง,1,1
10394874,12*12A MR-S คาร์ดินเกรย์ ก.11,B,กล่อง,1,1
10395099,หลอดLED HIGH WATT 20W/D PREMIUM POWERMAX,LOD,หลอด,1,1
10395711,ท่อพีอี PN4 20mm.*100ม. THOR,ROL,ม้วน,1,1
10395729,ท่อพีอี PN4 25มม.*200ม. THOR,ROL,ม้วน,1,1
10395732,ท่อพีอี PN4 50มม.*50ม. THOR,ROL,ม้วน,1,1
10395796,ก๊อกซิงค์ ตพ คอCปรับได้ ELASTIC MR-502B,ZWF,ชุด,1,1
10395801,ชุดสายฉีดชำระโครม SIMPLE MR-2117,ZWF,ชุด,1,1
10395813,ก๊อกอ่างล้างหน้าปัด ปลายหยดน้ำ MR-5101C,ZWF,ชุด,1,1
10395820,กรองแสง 60X2X50 ดำ NASH,ROL,ม้วน,1,1
10395822,กรองแสง 80X2X50 ดำ NASH,ROL,ม้วน,1,1
10396097,วงกบบประตูไม้เนื้อแข็ง 80X200 FN รพ.สัก,WON,วง,1,1
10396098,วงกบบประตูไม้เนื้อแข็ง 80X200 FN รพ.ขาว,WON,วง,1,1
10337783,"กลอนรูด 4"" รมดำ YOSHINO",EA,ชิ้น,1,1
10400308,กลอนโซ่ โคเมี่ยม NASH,ZWG,แพค,1,1
10396261,"กิ๊บยึดผนัง PVC 1/2"" THOR",P10,แพค(10),1,1
10396262,"กิ๊บยึดผนัง PVC  3/4"" THOR",P10,แพค(10),1,1
10240335,กุญแจสปริง คอสั้น 25mm #25 ดำ YOSHINO,EA,ชิ้น,1,1
10240346,กุญแจสปริง คอสั้น38mm#38 โคเมี่ยมYOSHINO,EA,ชิ้น,1,1
10396303,"กิ๊บยึดผนัง PVC 1"" THOR",P10,แพค(10),1,1
10396304,"กิ๊บยึดผนัง PVC 1 1/2"" THOR",P5,แพค(5),1,1
10396305,"กิ๊บยึดผนัง PVC 2"" THOR",P5,แพค(5),1,1
10396306,"กิ๊บยึดผนัง PVC 3"" THOR",P5,แพค(5),1,1
10396311,"แป็ปต่อสายยาง 2 ทาง PVC 1/2"" THOR",P5,แพค(5),1,1
10396312,"แป็ปต่อสายยาง 2 ทาง PVC 3/4"" THOR",P5,แพค(5),1,1
10396313,"แป็ปต่อสายยาง 1 ทาง PVC  1/2"" THOR",P5,แพค(5),1,1
10396314,"แป็ปต่อสายยาง 1 ทาง PVC  3/4"" THOR",P5,แพค(5),1,1
10396315,"แป็ปต่อสายยาง 3 ทาง PVC 1/2"" THOR",P5,แพค(5),1,1
10396317,"ข้อต่อสามทางตั้งฉาก PVC 1/2"" THOR",EA,ชิ้น,1,1
10396320,"ฟุตวาวล์ PVC 2"" ฟ้า THOR",EA,ชิ้น,1,1
10396511,30*60A MR DG MARQUINA BLACK HL (R) ก.5,B,กล่อง,1,1
10396613,30*60A MR DG MARQUINA WHITE HL (R) ก.5,B,กล่อง,1,1
10396749,หลอด LED A60 5W/W (แพค6) POWERMAX,PAC,แพค,1,1
10397141,หลอดนีออน LED 18W/D SAFE SWITCH POWERMAX,LOD,หลอด,1,1
10397306,เตาแก๊สตั้งโต๊ะ2หัวฟู่ SMART GL-72-25 FN,ZWF,ชุด,1,1
10397350,ตะแกรงรางน้ำโพลิเมอร์ 20x50x3 ซม.NASH,EA,ชิ้น,1,1
10397368,ตะแกรงรางน้ำโพลิเมอร์ 30x50x3 ซม.NASH,EA,ชิ้น,1,1
10397523,"กิ๊บก้ามปูPVC1/2""สีฟ้าTHOR",P5,แพค(5),1,1
10397607,"ท่อสั้นหน้าจาน PVC 2"" THOR",EA,ชิ้น,1,1
10397706,นตมน.2บาน 100x100 ECO ALG.L ขาว,ZWF,ชุด,1,1
10397707,นตมน.2บาน 100x100 ECO ALG.L ชา,ZWF,ชุด,1,1
10398783,"ข้องอ90 PVC 13.5 1/2""   THOR P5",P5,แพค(5),1,1
10399537,เตาแก๊สยืน2หัวฟู่ผสมSmartBK S-G20-11-9FN,ZWF,ชุด,1,1
10240349,กุญแจสปริง คอยาว32mm#L32 โคเมี่ยมYOSHINO,EA,ชิ้น,1,1
10240351,กุญแจสปริงคอสั้น50mm#L50 โคเมี่ยมYOSHINO,EA,ชิ้น,1,1
10269815,กุญแจลูกปืน คอสั้น 45mm โคเมี่ยม NASH,ZWF,ชุด,1,1
10269819,กุญแจลูกปืน คอยาว 45mm โคเมี่ยม NASH,ZWF,ชุด,1,1
10400573,"สว่านไฟฟ้า 3/8"" 280W NS0061 NASH",MC,เครื่อง,1,1
10400610,ชุดฝักบัวPVCขาว 1F SAVE MR-M218,ZWF,ชุด,1,1
10400612,ชุดฝักบัวPVCขาว 1F Aqua Diamond MR M222,ZWF,ชุด,1,1
10400623,ชุดฝักบัวโครม 1F SAVE MR-M219,ZWF,ชุด,1,1
10400670,ชุดฝักบัวโครม 1F Aqua Diamond MR M223,ZWF,ชุด,1,1
10400704,ชุดฝักบัวขาว+วาล์ว 1F SAVE MR-M218/303,ZWF,ชุด,1,1
10400705,ชุดฝักบัวโครม+วาล์ว 1F SAVE M219/303 MR,ZWF,ชุด,1,1
10400709,ท่อชาร์ป SS304 10 นิ้ว MR M910S,EA,ชิ้น,1,1
10400710,ท่อชาร์ป SS304 14 นิ้ว MR M914S,EA,ชิ้น,1,1
10400745,ชักโครก MR-2743-DF-S-WT,ZWF,ชุด,1,1
10400747,ชักโครก MR-2777A-DF-S-WT,ZWF,ชุด,1,1
10400750,ชักโครก MR-2666-DF-S-WT,ZWF,ชุด,1,1
10400824,"ข้อต่อตรง 13.5 1/2""  THOR",P5,แพค(5),1,1
10400826,"ข้องอเกลียวนอก 13.5 1"" THOR",EA,ชิ้น,1,1
10401042,อ่างล้างหน้า+ขาตั้ง MR-3530F,ZWF,ชุด,1,1
10401082,อ่างล้างหน้า+ขาตั้ง MR-3206F,ZWF,ชุด,1,1
10401261,สปอร์ตไลท์โซล่าเซลล์ 100W/D SURIYA PM,ZWF,ชุด,1,1
10401277,ชุดฉีดชำระ PVC HeadStrong MR-163 ขาว,ZWF,ชุด,1,1
10401290,ปั๊มลม Oil free 2HP 50L NS2580 NASH,MC,เครื่อง,1,1
10401303,สปอร์ตไลท์โซล่าเซลล์ 200W/D SURIYA PM,ZWF,ชุด,1,1
10401307,เครื่องเลื่อยโซ่ NS-LD825 NASH,MC,เครื่อง,1,1
10401340,โคมผนังโซล่าเซลล์ SL-T26/LUCENT PM,ZWF,ชุด,1,1
10401341,โคมผนังโซล่าเซลล์ SL-T24B/LUCENT PM,ZWF,ชุด,1,1
10401688,"ก๊อกสนาม PVC HK-E001 3/4"" ฟ้า THOR",EA,ชิ้น,1,1
10401689,"ก๊อกสนาม PP HK-T099 1/2"" ฟ้าใส THOR",EA,ชิ้น,1,1
10401882,"บอลวาล์ว P.V.C 4"" THOR",EA,ชิ้น,1,1
10325490,กุญแจประตูบานเลื่อน #CL-189L1W NASH,ZWF,ชุด,1,1
10402007,10*16A MR-D RRM00003 มาตาบริค ก.10,B,กล่อง,1,1
10402008,10*16A MR-D RRM00002 เหมือนแพร ก.10,B,กล่อง,1,1
10402009,10*16A MR-D RRM00001 ศิธา ก.10,B,กล่อง,1,1
10402054,10*16A MR-D RQM00001 พิณญ่าไวท์ ก.10,B,กล่อง,1,1
10402101,"ถุงมือหนังวัว+แกะ SH-2008 14"" NASH",PAA,คู่,1,1
10402102,"ถุงมือหนังวัว+แกะ SH-2008 16"" NASH",PAA,คู่,1,1
10402111,"ล้อยูริเทน 1.5"" ขาหมุน NASH",EA,ชิ้น,1,1
10402123,"ล้อยูริเทน 2"" ขาหมุน NASH",EA,ชิ้น,1,1
10402124,"ล้อยูริเทน 2.5"" ขาหมุน NASH",EA,ชิ้น,1,1
10402125,"ล้อยูริเทน 1.5"" ขาตาย NASH",EA,ชิ้น,1,1
10402126,"ล้อยูริเทน 2"" ขาตาย NASH",EA,ชิ้น,1,1
10402127,"ล้อยูริเทน 2.5"" ขาตาย NASH",EA,ชิ้น,1,1
10402129,"ล้อยูริเทน 1.5"" ขาหมุน NASH ติดเบรค",EA,ชิ้น,1,1
10402130,"ล้อยูริเทน 2"" ขาหมุน NASH ติดเบรค",EA,ชิ้น,1,1
10402131,"ล้อยูริเทน 2.5"" ขาหมุน NASH ติดเบรค",EA,ชิ้น,1,1
10402133,"ถุงมือหนังวัว SH-2007 14"" NASH",PAA,คู่,1,1
10402134,"ถุงมือหนังวัว SH-2007 16"" NASH",PAA,คู่,1,1
10402153,"ถุงมือหนังวัว+แกะ SH-2008 18"" NASH",PAA,คู่,1,1
10402154,"ถุงมือหนังวัว SH-2034 14"" NASH",PAA,คู่,1,1
10402155,"ถุงมือหนังวัว SH-2034 16"" NASH",PAA,คู่,1,1
10402156,ถุงมือหนังวัว SH-4021 Size L NASH,PAA,คู่,1,1
10402529,ดาวไลท์LED ติดลอย 18W/D ดำ กลม BEST PM,ZWF,ชุด,1,1
10402540,"ข้อต่อยูเนี่ยนPVC แบบสวม 1"" THOR",EA,ชิ้น,1,1
10402570,ดาวไลท์LED ติดลอย 18W/D ขาว กลม BEST PM,ZWF,ชุด,1,1
10402716,ปั๊มลมโรตารี่ 2.5HP 50L NS-CE650N NASH,MC,เครื่อง,1,1
10402748,เชือกปอ 1.5มิล ม้วน100ม. สีธรรมชาติ NASH,ROL,ม้วน,1,1
10402752,เชือกป่าน 2มิล ม้วน 75ม.NASH,ROL,ม้วน,1,1
10402753,ปั๊มลม+มอเตอร์ 2HP 64L NS-64L NASH,MC,เครื่อง,1,1
10402758,เชือกไนล่อน 2.5มิล เขียว ม้วน200ม.NASH,ROL,ม้วน,1,1
10402774,เชือกไนล่อน 2.5มิล แดง ม้วน200ม.NASH,ROL,ม้วน,1,1
10402795,เชือกโพลีเอสเตอร์ 6มิล ขาว(มัด20ม.) NASH,D00,มัด,1,1
10403135,"สามทางลด  8.5  6"" *4"" THOR",EA,ชิ้น,1,1
10403436,60*60A MR BH7100-7 มังกรครีมนาโน ก.4,B,กล่อง,1,1
10403550,ช่องระบายอากาศแนวตั้ง 60x40cm ขาว FN,EA,ชิ้น,1,1
10403551,ช่องระบายอากาศแนวตั้ง 60x40cm โอ๊ค FN,EA,ชิ้น,1,1
10403565,16*16A MR-D TJMA0004 ภูชี้ดาว ก.6,B,กล่อง,1,1
10403844,ผ้าฟาง 2หลาx3ม. รุ่นประหยัด ฟ้าขาว NASH,PUN,ผืน,1,1
10403845,ผ้าฟาง 25Yx1.32ม รุ่นประหยัด ฟ้าขาว NASH,ROL,ม้วน,1,1
10403998,เทปพันเกลียว 15ม. A26 THOR,P2,แพค(2),1,1
10404063,"แหวนอีแป๊ะ/ชุบขาว 1"" กก. NASH",ZWG,แพค,1,1
10404064,"แหวนอีแป๊ะ/ชุบขาว 7/8"" กก. NASH",ZWG,แพค,1,1
10404159,คิ้วมิเนียมเหลี่ยม 12mmx2mPPA122011 เงิน,SEN,เส้น,1,1
10404166,คิ้วมิเนียมเหลี่ยม 9mmx2m PA91 อลู,SEN,เส้น,1,1
10404167,คิ้วมิเนียมเหลี่ยม 9mmx2m PAS91 เงิน,SEN,เส้น,1,1
10404183,จมูกบันไดมิเนียม 45mmx2m PNA452000 อลู,SEN,เส้น,1,1
10404185,จมูกบันไดมิเนียม 45mmx4m PNA454000 อลู,SEN,เส้น,1,1
10404213,คิ้วมิเนียมโค้ง 12mmx2m PPA122010 เงิน,SEN,เส้น,1,1
10404259,สาย IEC01(THW) 1.5X30M เขียว/เหลือง POWER MAX,ROL,ม้วน,1,1
10404260,สาย IEC01(THW) 1.5X30M ดํา POWER MAX,ROL,ม้วน,1,1
10404309,สาย IEC01(THW) 1.5X30M เทา POWER MAX,ROL,ม้วน,1,1
10404317,สาย IEC01(THW) 1.5X100M ฟ้า POWER MAX,ROL,ม้วน,1,1
10404319,สาย IEC01(THW) 2.5X100M เทา POWER MAX,ROL,ม้วน,1,1
10404322,สาย IEC01(THW) 2.5X100M เขียว/เหลือง POWER MAX,ROL,ม้วน,1,1
10404323,สาย IEC01(THW) 1.5X30M น้ำตาล POWER MAX,ROL,ม้วน,1,1
10404328,สาย IEC01(THW) 1.5X30M ฟ้า POWER MAX,ROL,ม้วน,1,1
10404329,สาย IEC01(THW) 1.5X30M เหลือง POWER MAX,ROL,ม้วน,1,1
10404388,สาย IEC01(THW) 1.5X100M เขียว/เหลือง POWER MAX,ROL,ม้วน,1,1
10404389,สาย IEC01(THW) 1.5X100M ดํา POWER MAX,ROL,ม้วน,1,1
10404397,สาย IEC01(THW) 1.5X100M น้ำตาล POWER MAX,ROL,ม้วน,1,1
10404423,สาย IEC01(THW) 2.5X100M ดํา POWER MAX,ROL,ม้วน,1,1
10404425,สาย IEC01(THW) 2.5X100M น้ำตาล POWER MAX,ROL,ม้วน,1,1
10404521,สาย IEC01(THW) 2.5X100M ฟ้า POWER MAX,ROL,ม้วน,1,1
10404522,สาย IEC01(THW) 2.5X100M เหลือง POWER MAX,ROL,ม้วน,1,1
10404556,ถุงมือฝ้าย ขาว ขอบเขียว 4 ขีด NASH แพค12,ZWG,แพค,1,1
10404557,ถุงมือฝ้าย ขาว ขอบเหลือง 7ขีด NASH แพค12,ZWG,แพค,1,1
10404558,ถุงมือฝ้าย ขาว ขอบน้ำเงิน 6ขีด NASHแพค12,ZWG,แพค,1,1
10404559,ถุงมือฝ้าย เทาดำขอบเขียว 7ขีด NASH แพค12,ZWG,แพค,1,1
10380168,กุญแจคีย์อไลท์ คอยาว 50mm NASH แพค4,ZWF,ชุด,1,1
10404634,ถุงมือไหมพรมลาย คละสี NASH แพค12,ZWG,แพค,1,1
10404635,ถุงมือไหมพรมสีพื้น คละสี NASH แพค12,ZWG,แพค,1,1
10404670,สายไฟอลูมิเนียม (THW-A) 25x100M POWERMAX,ROL,ม้วน,1,1
10404686,สายไฟอลูมิเนียม (THW-A) 16x100M POWERMAX,ROL,ม้วน,1,1
10404693,สายไฟอลูมิเนียม (THW-A) 35x50M POWER MAX,ROL,ม้วน,1,1
10404696,สายไฟอลูมิเนียม (THW-A) 35x100M POWERMAX,ROL,ม้วน,1,1
10404969,60*60A MR-S DG ซิลวีเกรย์ R/T (R) ก.4,B,กล่อง,1,1
10396245,"กลอนทั่วไป 4"" รมดำ #08-95 NASH",ZWF,ชุด,1,1
10396249,"กลอนทั่วไป 4"" โครเมียม #08-95 NASH",ZWF,ชุด,1,1
10401965,"บานพับเหล็ก4""บรอนซ์ KY20230720 P3 1แถม1",ZWF,ชุด,1,1
10405529,หัวแร้งบัดกรี40W PM-1040 POWERMAXพลาสติก,EA,ชิ้น,1,1
10405904,แท่นตัดกระเบื้องเลเซอร์ 80ซม.NS543007 NS,MC,เครื่อง,1,1
10405905,แท่นตัดกระเบื้องเลเซอร์ 60ซม.NS543006 NS,MC,เครื่อง,1,1
10405942,ชุดฝักบัวโครม 3F+SSวาล์ว BIGFACE MR-2007,ZWF,ชุด,1,1
10405992,ซิงค์ฝัง1B1D รุ่นสุดคุ้ม3 SZX-1005017 FN,ZWF,ชุด,1,1
10406007,โคมเพดานLED 48W/ไฟ3สี FULL MOON 50ซม. DC,ZWF,ชุด,1,1
10406033,ซิงค์ขาตั้ง1B1D สุดคุ้ม3 DH-7545 FINEXT,ZWF,ชุด,1,1
10406035,ซิงค์ฝัง1หลุมสุดคุ้ม3 DH-JW504018 FINEXT,ZWF,ชุด,1,1
10406431,"กิ๊บยึดผนัง PVC 1/2"" ชิ้น THOR",EA,ชิ้น,1,1
10406474,"กิ๊บยึดผนัง PVC 1 1/2"" ชิ้น THOR",EA,ชิ้น,1,1
10406475,"กิ๊บยึดผนัง PVC 2"" ชิ้น THOR",EA,ชิ้น,1,1
10406476,"กิ๊บยึดผนัง PVC 3"" ชิ้น THOR",EA,ชิ้น,1,1
10406479,"กิ๊บก้ามปู PVC 1/2"" สีฟ้า ชิ้น THOR",EA,ชิ้น,1,1
10406508,"ข้อต่อตรง 8.5 2"" THOR",EA,ชิ้น,1,1
10406509,"ข้อต่อตรง 8.5 3"" THOR",EA,ชิ้น,1,1
10406802,สต๊อปวาล์วหมุน SS304 2ทาง M7543 MR,ZWF,ชุด,1,1
10406843,สต๊อปวาล์วหมุน SS304 3ทาง M7573 MR,ZWF,ชุด,1,1
10406942,"ก๊อกหางน้ำเงิน ทล. 1/2"" A+/THOR",EA,ชิ้น,1,1
10406943,ชักโครก MR 2514B-S-WT,ZWF,ชุด,1,1
10406944,อ่างล้างหน้า MR 5630,BAI,ใบ,1,1
10406947,อ่างล้างหน้า MR 5804B,BAI,ใบ,1,1
10406948,โถปัสสาวะ MR 3109,ZWF,ชุด,1,1
10406954,เทปพันเกลียว 15ม. A30 THOR,ROL,ม้วน,1,1
10406955,"ข้อต่อตรง 13.5 3"" THOR",EA,ชิ้น,1,1
10406956,"สามทาง 13.5 4"" THOR",EA,ชิ้น,1,1
10406957,"สามทาง 13.5 3/4"" P5 THOR",P5,แพค(5),1,1
10406958,"ข้อต่อเกลียวนอก 13.5  1/2"" P5 THOR",P5,แพค(5),1,1
10406960,"ข้อต่อตรง 8.5 1 1/2"" THOR",EA,ชิ้น,1,1
10406961,"สามทาง 8.5 2"" THOR",EA,ชิ้น,1,1
10406966,"ข้อต่อตรงเหล็ก 1/2"" THOR",P10,แพค(10),1,1
10406967,"ข้องอเหล็ก 90 1/2"" THOR",P10,แพค(10),1,1
10406968,"นิเปิ้ลเหล็ก 1/2"" THOR",P10,แพค(10),1,1
10406969,"สามทาง เหล็ก 1/2"" THOR",P10,แพค(10),1,1
10407016,ชุดฉีดชำระ PVC ขาว MR-4893 ECO1,ZWF,ชุด,1,1
10407018,ก๊อกฝักบัว หมุนหัวโต โครม MR-4895,ZWF,ชุด,1,1
10407055,12*12A MR-D TFMA0003 หินเหมืองแร่ ก.11,B,กล่อง,1,1
10407234,"โคมหัวเสาโซล่า E27 กลม 8""/STEAK PM",ZWF,ชุด,1,1
10407424,ซิงค์ขาตั้ง1หลุมSMART2 FN-5050-ST FINEXT,ZWF,ชุด,1,1
10407672,"พุ๊กตะกั่ว 1/2"" NASH แพค5",ZWG,แพค,1,1
10407673,เครื่องตัดหญ้า 4จังหวะ KFGS35-139 NASH,MC,เครื่อง,1,1
10407678,"พุ๊กตะกั่ว 1/4"" NASH แพค10",ZWG,แพค,1,1
10407680,"พุ๊กตะกั่ว 3/8"" NASH แพค10",ZWG,แพค,1,1
10407693,"ตะปูเกลียวดำยิงฝ้า 6*1 1/2"" NASH ก.300",B,กล่อง,1,1
10407701,Vสเปรย์หล่อลื่น 200ml N PLUS นง. NASH,CAN,กระป๋อง,1,1
